algorithm;stop_threshold;run;iteration;current_coverage;current_active_wp;best_coverage;best_active_wp;elapsed_ms
CompactingSolver;25;5;49;99.90432;46.96708;99.98633;46.99730;24053
CompactingSolver;50;1;0;99.94533;46.98219;99.94533;46.98219;506
CompactingSolver;50;1;1;99.86331;46.95197;99.94533;46.98219;1152
CompactingSolver;50;1;2;99.91799;46.97212;99.94533;46.98219;1648
CompactingSolver;50;1;3;99.90432;46.96708;99.94533;46.98219;2130
CompactingSolver;50;1;4;99.89065;46.96205;99.94533;46.98219;2615
CompactingSolver;50;1;5;99.86331;46.95197;99.94533;46.98219;3097
CompactingSolver;50;1;6;99.95899;46.98722;99.95899;46.98722;3583
CompactingSolver;50;1;7;99.90432;46.96708;99.95899;46.98722;4070
CompactingSolver;50;1;8;99.86331;46.95197;99.95899;46.98722;4554
CompactingSolver;50;1;9;99.89065;46.95845;99.95899;46.98722;5037
CompactingSolver;50;1;10;99.95899;46.98363;99.95899;46.98722;5568
CompactingSolver;50;1;11;99.93166;46.97715;99.95899;46.98722;6054
CompactingSolver;50;1;12;99.93166;46.97715;99.95899;46.98722;6538
CompactingSolver;50;1;13;99.89065;46.96205;99.95899;46.98722;7026
CompactingSolver;50;1;14;99.98633;46.99730;99.98633;46.99730;7513
CompactingSolver;50;1;15;99.98633;46.99730;99.98633;46.99730;7999
CompactingSolver;50;1;16;99.86331;46.95197;99.98633;46.99730;8477
CompactingSolver;50;1;17;99.95899;46.98722;99.98633;46.99730;8956
CompactingSolver;50;1;18;99.97266;46.99226;99.98633;46.99730;9434
CompactingSolver;50;1;19;99.97266;46.99226;99.98633;46.99730;9914
CompactingSolver;50;1;20;99.97266;46.99226;99.98633;46.99730;10393
CompactingSolver;50;1;21;99.97266;46.99226;99.98633;46.99730;10873
CompactingSolver;50;1;22;99.90432;46.96708;99.98633;46.99730;11355
CompactingSolver;50;1;23;99.97266;46.99226;99.98633;46.99730;11835
CompactingSolver;50;1;24;99.93166;46.97715;99.98633;46.99730;12313
CompactingSolver;50;1;25;99.90432;46.96708;99.98633;46.99730;12794
CompactingSolver;50;1;26;99.84964;46.94694;99.98633;46.99730;13272
CompactingSolver;50;1;27;99.89065;46.96205;99.98633;46.99730;13750
CompactingSolver;50;1;28;100.00000;47.00233;100.00000;47.00233;14230
CompactingSolver;50;1;29;99.90432;46.96708;100.00000;47.00233;14716
CompactingSolver;50;1;30;99.87698;46.95701;100.00000;47.00233;15197
CompactingSolver;50;1;31;99.83598;46.94190;100.00000;47.00233;15683
CompactingSolver;50;1;32;99.91799;46.97212;100.00000;47.00233;16173
CompactingSolver;50;1;33;99.91799;46.97212;100.00000;47.00233;16661
CompactingSolver;50;1;34;99.93166;46.97715;100.00000;47.00233;17147
CompactingSolver;50;1;35;99.95899;46.98363;100.00000;47.00233;17631
CompactingSolver;50;1;36;99.90432;46.96708;100.00000;47.00233;18116
CompactingSolver;50;1;37;99.94533;46.98219;100.00000;47.00233;18593
CompactingSolver;50;1;38;99.90432;46.96348;100.00000;47.00233;19075
CompactingSolver;50;1;39;99.95899;46.98722;100.00000;47.00233;19560
CompactingSolver;50;1;40;99.86331;46.95197;100.00000;47.00233;20045
CompactingSolver;50;1;41;99.91799;46.97212;100.00000;47.00233;20532
CompactingSolver;50;1;42;99.98633;46.99730;100.00000;47.00233;21021
CompactingSolver;50;1;43;100.00000;47.00233;100.00000;47.00233;21529
CompactingSolver;50;1;44;99.93166;46.97715;100.00000;47.00233;22056
CompactingSolver;50;1;45;99.95899;46.98722;100.00000;47.00233;22573
CompactingSolver;50;1;46;99.87698;46.95701;100.00000;47.00233;23119
CompactingSolver;50;1;47;99.95899;46.98363;100.00000;47.00233;23598
CompactingSolver;50;1;48;99.89065;46.96205;100.00000;47.00233;24076
CompactingSolver;50;1;49;99.93166;46.97715;100.00000;47.00233;24558
CompactingSolver;50;1;50;99.87698;46.95701;100.00000;47.00233;25046
CompactingSolver;50;1;51;99.95899;46.98722;100.00000;47.00233;25542
CompactingSolver;50;1;52;99.93166;46.97715;100.00000;47.00233;26046
CompactingSolver;50;1;53;99.86331;46.95197;100.00000;47.00233;26537
CompactingSolver;50;1;54;99.91799;46.97212;100.00000;47.00233;27027
CompactingSolver;50;1;55;99.91799;46.97212;100.00000;47.00233;27522
CompactingSolver;50;1;56;99.86331;46.95197;100.00000;47.00233;28015
CompactingSolver;50;1;57;99.95899;46.98722;100.00000;47.00233;28505
CompactingSolver;50;1;58;99.93166;46.97715;100.00000;47.00233;28983
CompactingSolver;50;1;59;99.94533;46.98219;100.00000;47.00233;29466
CompactingSolver;50;1;60;99.89065;46.96205;100.00000;47.00233;29943
CompactingSolver;50;1;61;99.95899;46.98722;100.00000;47.00233;30421
CompactingSolver;50;1;62;99.87698;46.95341;100.00000;47.00233;30900
CompactingSolver;50;1;63;99.90432;46.96708;100.00000;47.00233;31379
CompactingSolver;50;1;64;99.91799;46.97212;100.00000;47.00233;31863
CompactingSolver;50;1;65;99.87698;46.95341;100.00000;47.00233;32345
CompactingSolver;50;1;66;99.94533;46.98219;100.00000;47.00233;32822
CompactingSolver;50;1;67;99.82231;46.93687;100.00000;47.00233;33297
CompactingSolver;50;1;68;99.97266;46.98866;100.00000;47.00233;33775
CompactingSolver;50;1;69;99.91799;46.96852;100.00000;47.00233;34254
CompactingSolver;50;1;70;99.93166;46.97715;100.00000;47.00233;34736
CompactingSolver;50;1;71;99.89065;46.96205;100.00000;47.00233;35215
CompactingSolver;50;1;72;99.97266;46.99226;100.00000;47.00233;35702
CompactingSolver;50;1;73;99.93166;46.97715;100.00000;47.00233;36183
CompactingSolver;50;1;74;99.90432;46.96348;100.00000;47.00233;36663
CompactingSolver;50;1;75;99.95899;46.98722;100.00000;47.00233;37147
CompactingSolver;50;1;76;99.87698;46.95701;100.00000;47.00233;37641
CompactingSolver;50;1;77;99.91799;46.97212;100.00000;47.00233;38149
CompactingSolver;50;2;0;99.97266;46.99226;99.97266;46.99226;479
CompactingSolver;50;2;1;99.95899;46.98722;99.97266;46.99226;963
CompactingSolver;50;2;2;99.89065;46.93255;99.97266;46.99226;1465
CompactingSolver;50;2;3;99.94533;46.98219;99.97266;46.99226;1947
CompactingSolver;50;2;4;99.90432;46.96708;99.97266;46.99226;2425
CompactingSolver;50;2;5;99.93166;46.97715;99.97266;46.99226;2902
CompactingSolver;50;2;6;99.93166;46.97715;99.97266;46.99226;3378
CompactingSolver;50;2;7;99.89065;46.96205;99.97266;46.99226;3869
CompactingSolver;50;2;8;99.93166;46.97715;99.97266;46.99226;4350
CompactingSolver;50;2;9;99.89065;46.96205;99.97266;46.99226;4829
CompactingSolver;50;2;10;99.89065;46.96205;99.97266;46.99226;5305
CompactingSolver;50;2;11;99.93166;46.97715;99.97266;46.99226;5787
CompactingSolver;50;2;12;99.97266;46.99226;99.97266;46.99226;6269
CompactingSolver;50;2;13;99.87698;46.95701;99.97266;46.99226;6750
CompactingSolver;50;2;14;99.93166;46.97715;99.97266;46.99226;7228
CompactingSolver;50;2;15;99.83598;46.92967;99.97266;46.99226;7708
CompactingSolver;50;2;16;99.93166;46.97715;99.97266;46.99226;8204
CompactingSolver;50;2;17;100.00000;47.00233;100.00000;47.00233;8687
CompactingSolver;50;2;18;99.84964;46.94694;100.00000;47.00233;9170
CompactingSolver;50;2;19;99.97266;46.99226;100.00000;47.00233;9655
CompactingSolver;50;2;20;99.97266;46.99226;100.00000;47.00233;10138
CompactingSolver;50;2;21;99.93166;46.97715;100.00000;47.00233;10620
CompactingSolver;50;2;22;99.89065;46.96205;100.00000;47.00233;11102
CompactingSolver;50;2;23;99.94533;46.98219;100.00000;47.00233;11582
CompactingSolver;50;2;24;99.91799;46.97212;100.00000;47.00233;12058
CompactingSolver;50;2;25;99.86331;46.95197;100.00000;47.00233;12536
CompactingSolver;50;2;26;99.89065;46.96205;100.00000;47.00233;13014
CompactingSolver;50;2;27;99.87698;46.95341;100.00000;47.00233;13489
CompactingSolver;50;2;28;99.93166;46.97715;100.00000;47.00233;13971
CompactingSolver;50;2;29;99.91799;46.97212;100.00000;47.00233;14450
CompactingSolver;50;2;30;99.93166;46.97715;100.00000;47.00233;14927
CompactingSolver;50;2;31;99.91799;46.97212;100.00000;47.00233;15405
CompactingSolver;50;2;32;99.90432;46.96348;100.00000;47.00233;15885
CompactingSolver;50;2;33;99.94533;46.98219;100.00000;47.00233;16363
CompactingSolver;50;2;34;99.94533;46.97859;100.00000;47.00233;16867
CompactingSolver;50;2;35;99.97266;46.99226;100.00000;47.00233;17345
CompactingSolver;50;2;36;99.94533;46.98219;100.00000;47.00233;17824
CompactingSolver;50;2;37;99.89065;46.96205;100.00000;47.00233;18318
CompactingSolver;50;2;38;99.93166;46.97715;100.00000;47.00233;18797
CompactingSolver;50;2;39;99.93166;46.97715;100.00000;47.00233;19281
CompactingSolver;50;2;40;99.93166;46.97715;100.00000;47.00233;19757
CompactingSolver;50;2;41;99.94533;46.98219;100.00000;47.00233;20234
CompactingSolver;50;2;42;99.89065;46.96205;100.00000;47.00233;20714
CompactingSolver;50;2;43;99.94533;46.98219;100.00000;47.00233;21190
CompactingSolver;50;2;44;99.94533;46.98219;100.00000;47.00233;21680
CompactingSolver;50;2;45;99.90432;46.96708;100.00000;47.00233;22162
CompactingSolver;50;2;46;99.94533;46.98219;100.00000;47.00233;22640
CompactingSolver;50;2;47;99.93166;46.97715;100.00000;47.00233;23121
CompactingSolver;50;2;48;99.93166;46.97715;100.00000;47.00233;23599
CompactingSolver;50;2;49;99.89065;46.95845;100.00000;47.00233;24078
CompactingSolver;50;2;50;99.95899;46.98722;100.00000;47.00233;24563
CompactingSolver;50;2;51;99.84964;46.94694;100.00000;47.00233;25038
CompactingSolver;50;2;52;100.00000;47.00233;100.00000;47.00233;25521
CompactingSolver;50;2;53;99.94533;46.98219;100.00000;47.00233;26002
CompactingSolver;50;2;54;99.95899;46.98722;100.00000;47.00233;26479
CompactingSolver;50;2;55;99.93166;46.97715;100.00000;47.00233;26958
CompactingSolver;50;2;56;99.94533;46.97859;100.00000;47.00233;27438
CompactingSolver;50;2;57;99.83598;46.94190;100.00000;47.00233;27915
CompactingSolver;50;2;58;99.80864;46.92823;100.00000;47.00233;28394
CompactingSolver;50;2;59;99.87698;46.95701;100.00000;47.00233;28872
CompactingSolver;50;2;60;99.93166;46.97715;100.00000;47.00233;29356
CompactingSolver;50;2;61;99.87698;46.95701;100.00000;47.00233;29834
CompactingSolver;50;2;62;99.90432;46.96708;100.00000;47.00233;30311
CompactingSolver;50;2;63;99.97266;46.99226;100.00000;47.00233;30788
CompactingSolver;50;2;64;99.84964;46.94694;100.00000;47.00233;31265
CompactingSolver;50;2;65;99.90432;46.96708;100.00000;47.00233;31741
CompactingSolver;50;2;66;100.00000;47.00233;100.00000;47.00233;32219
CompactingSolver;50;3;0;99.90432;46.96348;99.90432;46.96348;476
CompactingSolver;50;3;1;99.91799;46.97212;99.91799;46.97212;950
CompactingSolver;50;3;2;99.76763;46.91672;99.91799;46.97212;1427
CompactingSolver;50;3;3;99.83598;46.94190;99.91799;46.97212;1904
CompactingSolver;50;3;4;99.89065;46.96205;99.91799;46.97212;2384
CompactingSolver;50;3;5;99.98633;46.99730;99.98633;46.99730;2865
CompactingSolver;50;3;6;99.94533;46.97859;99.98633;46.99730;3349
CompactingSolver;50;3;7;99.97266;46.98866;99.98633;46.99730;3889
CompactingSolver;50;3;8;99.93166;46.97715;99.98633;46.99730;4381
CompactingSolver;50;3;9;100.00000;47.00233;100.00000;47.00233;4858
CompactingSolver;50;3;10;99.91799;46.97212;100.00000;47.00233;5340
CompactingSolver;50;3;11;99.98633;46.99730;100.00000;47.00233;5832
CompactingSolver;50;3;12;99.87698;46.95701;100.00000;47.00233;6328
CompactingSolver;50;3;13;99.89065;46.96205;100.00000;47.00233;6812
CompactingSolver;50;3;14;99.97266;46.99226;100.00000;47.00233;7298
CompactingSolver;50;3;15;99.97266;46.99226;100.00000;47.00233;7776
CompactingSolver;50;3;16;99.93166;46.97715;100.00000;47.00233;8256
CompactingSolver;50;3;17;99.93166;46.97715;100.00000;47.00233;8738
CompactingSolver;50;3;18;99.91799;46.97212;100.00000;47.00233;9218
CompactingSolver;50;3;19;99.86331;46.94838;100.00000;47.00233;9703
CompactingSolver;50;3;20;99.90432;46.96708;100.00000;47.00233;10201
CompactingSolver;50;3;21;99.97266;46.96276;100.00000;47.00233;10699
CompactingSolver;50;3;22;99.91799;46.97212;100.00000;47.00233;11203
CompactingSolver;50;3;23;99.93166;46.96492;100.00000;47.00233;11702
CompactingSolver;50;3;24;99.89065;46.96205;100.00000;47.00233;12211
CompactingSolver;50;3;25;99.94533;46.98219;100.00000;47.00233;12712
CompactingSolver;50;3;26;99.91799;46.97212;100.00000;47.00233;13204
CompactingSolver;50;3;27;99.93166;46.97715;100.00000;47.00233;13682
CompactingSolver;50;3;28;99.86331;46.95197;100.00000;47.00233;14168
CompactingSolver;50;3;29;99.89065;46.96205;100.00000;47.00233;14645
CompactingSolver;50;3;30;99.82231;46.93687;100.00000;47.00233;15121
CompactingSolver;50;3;31;100.00000;47.00233;100.00000;47.00233;15599
CompactingSolver;50;3;32;99.95899;46.98363;100.00000;47.00233;16083
CompactingSolver;50;3;33;99.83598;46.88291;100.00000;47.00233;16571
CompactingSolver;50;3;34;99.93166;46.97715;100.00000;47.00233;17055
CompactingSolver;50;3;35;99.90432;46.96348;100.00000;47.00233;17530
CompactingSolver;50;3;36;99.97266;46.99226;100.00000;47.00233;18038
CompactingSolver;50;3;37;99.94533;46.98219;100.00000;47.00233;18516
CompactingSolver;50;3;38;99.91799;46.97212;100.00000;47.00233;18990
CompactingSolver;50;3;39;99.90432;46.96348;100.00000;47.00233;19464
CompactingSolver;50;3;40;99.97266;46.99226;100.00000;47.00233;19940
CompactingSolver;50;3;41;99.86331;46.95197;100.00000;47.00233;20422
CompactingSolver;50;3;42;99.97266;46.99226;100.00000;47.00233;20898
CompactingSolver;50;3;43;99.90432;46.96708;100.00000;47.00233;21371
CompactingSolver;50;3;44;99.91799;46.97212;100.00000;47.00233;21848
CompactingSolver;50;3;45;99.93166;46.97715;100.00000;47.00233;22328
CompactingSolver;50;3;46;99.93166;46.97715;100.00000;47.00233;22803
CompactingSolver;50;3;47;99.91799;46.97212;100.00000;47.00233;23276
CompactingSolver;50;3;48;99.91799;46.97212;100.00000;47.00233;23755
CompactingSolver;50;3;49;99.87698;46.95701;100.00000;47.00233;24229
CompactingSolver;50;3;50;99.93166;46.97715;100.00000;47.00233;24839
CompactingSolver;50;3;51;99.94533;46.98219;100.00000;47.00233;25316
CompactingSolver;50;3;52;99.95899;46.98722;100.00000;47.00233;25818
CompactingSolver;50;3;53;99.89065;46.95845;100.00000;47.00233;26298
CompactingSolver;50;3;54;99.87698;46.95701;100.00000;47.00233;26774
CompactingSolver;50;3;55;99.97266;46.98866;100.00000;47.00233;27254
CompactingSolver;50;3;56;99.94533;46.98219;100.00000;47.00233;27733
CompactingSolver;50;3;57;99.94533;46.98219;100.00000;47.00233;28242
CompactingSolver;50;3;58;99.94533;46.98219;100.00000;47.00233;28724
CompactingSolver;50;4;0;99.91799;46.97212;99.91799;46.97212;479
CompactingSolver;50;4;1;99.91799;46.97212;99.91799;46.97212;978
CompactingSolver;50;4;2;99.98633;46.99370;99.98633;46.99370;1475
CompactingSolver;50;4;3;99.94533;46.98219;99.98633;46.99370;2056
CompactingSolver;50;4;4;99.84964;46.94694;99.98633;46.99370;2564
CompactingSolver;50;4;5;99.94533;46.97499;99.98633;46.99370;3042
CompactingSolver;50;4;6;99.90432;46.96708;99.98633;46.99370;3520
CompactingSolver;50;4;7;99.91799;46.97212;99.98633;46.99370;3994
CompactingSolver;50;4;8;99.93166;46.97715;99.98633;46.99370;4468
CompactingSolver;50;4;9;99.89065;46.96205;99.98633;46.99370;4942
CompactingSolver;50;4;10;99.91799;46.97212;99.98633;46.99370;5416
CompactingSolver;50;4;11;99.95899;46.98722;99.98633;46.99370;5893
CompactingSolver;50;4;12;99.86331;46.95197;99.98633;46.99370;6364
CompactingSolver;50;4;13;99.91799;46.97212;99.98633;46.99370;6838
CompactingSolver;50;4;14;99.95899;46.98722;99.98633;46.99370;7312
CompactingSolver;50;4;15;99.93166;46.97715;99.98633;46.99370;7788
CompactingSolver;50;4;16;99.95899;46.98722;99.98633;46.99370;8263
CompactingSolver;50;4;17;99.94533;46.97859;99.98633;46.99370;8739
CompactingSolver;50;4;18;99.91799;46.97212;99.98633;46.99370;9240
CompactingSolver;50;4;19;99.94533;46.98219;99.98633;46.99370;9729
CompactingSolver;50;4;20;99.94533;46.98219;99.98633;46.99370;10211
CompactingSolver;50;4;21;99.86331;46.95197;99.98633;46.99370;10696
CompactingSolver;50;4;22;99.98633;46.99730;99.98633;46.99730;11173
CompactingSolver;50;4;23;99.91799;46.97212;99.98633;46.99730;11648
CompactingSolver;50;4;24;99.97266;46.99226;99.98633;46.99730;12123
CompactingSolver;50;4;25;99.95899;46.98722;99.98633;46.99730;12598
CompactingSolver;50;4;26;99.95899;46.98722;99.98633;46.99730;13079
CompactingSolver;50;4;27;99.87698;46.95341;99.98633;46.99730;13558
CompactingSolver;50;4;28;99.95899;46.98722;99.98633;46.99730;14036
CompactingSolver;50;4;29;99.94533;46.98219;99.98633;46.99730;14520
CompactingSolver;50;4;30;99.91799;46.96852;99.98633;46.99730;14995
CompactingSolver;50;4;31;99.91799;46.97212;99.98633;46.99730;15467
CompactingSolver;50;4;32;99.98633;46.99730;99.98633;46.99730;15937
CompactingSolver;50;4;33;99.91799;46.97212;99.98633;46.99730;16410
CompactingSolver;50;4;34;99.95899;46.98722;99.98633;46.99730;16883
CompactingSolver;50;4;35;99.87698;46.95341;99.98633;46.99730;17354
CompactingSolver;50;4;36;99.97266;46.99226;99.98633;46.99730;17827
CompactingSolver;50;4;37;99.90432;46.96708;99.98633;46.99730;18312
CompactingSolver;50;4;38;99.93166;46.97715;99.98633;46.99730;18790
CompactingSolver;50;4;39;99.91799;46.96852;99.98633;46.99730;19262
CompactingSolver;50;4;40;99.93166;46.97715;99.98633;46.99730;19737
CompactingSolver;50;4;41;99.91799;46.97212;99.98633;46.99730;20212
CompactingSolver;50;4;42;99.91799;46.96852;99.98633;46.99730;20683
CompactingSolver;50;4;43;99.91799;46.95989;99.98633;46.99730;21157
CompactingSolver;50;4;44;99.90432;46.96348;99.98633;46.99730;21628
CompactingSolver;50;4;45;99.83598;46.94190;99.98633;46.99730;22113
CompactingSolver;50;4;46;99.94533;46.98219;99.98633;46.99730;22611
CompactingSolver;50;4;47;99.95899;46.98722;99.98633;46.99730;23086
CompactingSolver;50;4;48;99.89065;46.96205;99.98633;46.99730;23565
CompactingSolver;50;4;49;99.91799;46.97212;99.98633;46.99730;24044
CompactingSolver;50;4;50;99.95899;46.98722;99.98633;46.99730;24521
CompactingSolver;50;4;51;99.90432;46.96708;99.98633;46.99730;25003
CompactingSolver;50;4;52;99.90432;46.96708;99.98633;46.99730;25499
CompactingSolver;50;4;53;99.90432;46.96708;99.98633;46.99730;25991
CompactingSolver;50;4;54;99.97266;46.99226;99.98633;46.99730;26464
CompactingSolver;50;4;55;99.91799;46.96852;99.98633;46.99730;26969
CompactingSolver;50;4;56;99.95899;46.98722;99.98633;46.99730;27455
CompactingSolver;50;4;57;99.94533;46.98219;99.98633;46.99730;27933
CompactingSolver;50;4;58;100.00000;47.00233;100.00000;47.00233;28416
CompactingSolver;50;4;59;99.90432;46.96708;100.00000;47.00233;28893
CompactingSolver;50;4;60;99.90432;46.96708;100.00000;47.00233;29373
CompactingSolver;50;4;61;99.87698;46.95341;100.00000;47.00233;29873
CompactingSolver;50;4;62;99.94533;46.98219;100.00000;47.00233;30364
CompactingSolver;50;4;63;99.94533;46.98219;100.00000;47.00233;30847
CompactingSolver;50;4;64;99.93166;46.97715;100.00000;47.00233;31339
CompactingSolver;50;4;65;99.93166;46.97715;100.00000;47.00233;31826
CompactingSolver;50;4;66;99.84964;46.94694;100.00000;47.00233;32583
CompactingSolver;50;4;67;99.87698;46.95701;100.00000;47.00233;33086
CompactingSolver;50;4;68;99.91799;46.97212;100.00000;47.00233;33574
CompactingSolver;50;4;69;99.95899;46.98722;100.00000;47.00233;34051
CompactingSolver;50;4;70;99.83598;46.93831;100.00000;47.00233;34532
CompactingSolver;50;4;71;99.90432;46.96708;100.00000;47.00233;35007
CompactingSolver;50;4;72;99.90432;46.96708;100.00000;47.00233;35480
CompactingSolver;50;4;73;99.97266;46.99226;100.00000;47.00233;35954
CompactingSolver;50;4;74;99.91799;46.97212;100.00000;47.00233;36429
CompactingSolver;50;4;75;99.93166;46.97715;100.00000;47.00233;36912
CompactingSolver;50;4;76;99.91799;46.97212;100.00000;47.00233;37387
CompactingSolver;50;4;77;99.83598;46.94190;100.00000;47.00233;37875
CompactingSolver;50;4;78;99.93166;46.97356;100.00000;47.00233;38378
CompactingSolver;50;4;79;99.84964;46.94694;100.00000;47.00233;38866
CompactingSolver;50;4;80;99.93166;46.97715;100.00000;47.00233;39345
CompactingSolver;50;4;81;99.91799;46.97212;100.00000;47.00233;39816
CompactingSolver;50;4;82;99.86331;46.95197;100.00000;47.00233;40290
CompactingSolver;50;4;83;99.93166;46.97715;100.00000;47.00233;40764
CompactingSolver;50;4;84;99.91799;46.96852;100.00000;47.00233;41244
CompactingSolver;50;4;85;99.91799;46.97212;100.00000;47.00233;41720
CompactingSolver;50;4;86;99.86331;46.95197;100.00000;47.00233;42264
CompactingSolver;50;4;87;99.89065;46.96205;100.00000;47.00233;42749
CompactingSolver;50;4;88;99.80864;46.93183;100.00000;47.00233;43230
CompactingSolver;50;4;89;99.83598;46.94190;100.00000;47.00233;43710
CompactingSolver;50;4;90;99.95899;46.98722;100.00000;47.00233;44185
CompactingSolver;50;4;91;99.95899;46.98722;100.00000;47.00233;44662
CompactingSolver;50;4;92;99.97266;46.99226;100.00000;47.00233;45140
CompactingSolver;50;4;93;99.97266;46.99226;100.00000;47.00233;45636
CompactingSolver;50;4;94;99.91799;46.97212;100.00000;47.00233;46115
CompactingSolver;50;4;95;99.86331;46.95197;100.00000;47.00233;46587
CompactingSolver;50;4;96;99.94533;46.98219;100.00000;47.00233;47062
CompactingSolver;50;4;97;99.90432;46.96708;100.00000;47.00233;47532
CompactingSolver;50;4;98;99.89065;46.96205;100.00000;47.00233;48012
CompactingSolver;50;4;99;99.95899;46.98722;100.00000;47.00233;48494
CompactingSolver;50;4;100;99.87698;46.95701;100.00000;47.00233;48979
CompactingSolver;50;4;101;99.94533;46.98219;100.00000;47.00233;49459
CompactingSolver;50;4;102;99.86331;46.94838;100.00000;47.00233;49948
CompactingSolver;50;4;103;99.91799;46.97212;100.00000;47.00233;50422
CompactingSolver;50;4;104;99.97266;46.99226;100.00000;47.00233;50898
CompactingSolver;50;4;105;99.93166;46.97715;100.00000;47.00233;51372
CompactingSolver;50;4;106;99.84964;46.94334;100.00000;47.00233;51847
CompactingSolver;50;4;107;99.94533;46.98219;100.00000;47.00233;52343
CompactingSolver;50;5;0;99.97266;46.99226;99.97266;46.99226;477
CompactingSolver;50;5;1;99.90432;46.96348;99.97266;46.99226;955
CompactingSolver;50;5;2;99.95899;46.98722;99.97266;46.99226;1430
CompactingSolver;50;5;3;99.93166;46.97715;99.97266;46.99226;1906
CompactingSolver;50;5;4;99.97266;46.99226;99.97266;46.99226;2382
CompactingSolver;50;5;5;99.93166;46.97356;99.97266;46.99226;2862
CompactingSolver;50;5;6;99.94533;46.98219;99.97266;46.99226;3337
CompactingSolver;50;5;7;99.91799;46.97212;99.97266;46.99226;3816
CompactingSolver;50;5;8;99.83598;46.94190;99.97266;46.99226;4317
CompactingSolver;50;5;9;99.91799;46.97212;99.97266;46.99226;4793
CompactingSolver;50;5;10;99.86331;46.95197;99.97266;46.99226;5272
CompactingSolver;50;5;11;99.93166;46.97715;99.97266;46.99226;5752
CompactingSolver;50;5;12;99.83598;46.93831;99.97266;46.99226;6234
CompactingSolver;50;5;13;99.91799;46.97212;99.97266;46.99226;6715
CompactingSolver;50;5;14;99.87698;46.95701;99.97266;46.99226;7196
CompactingSolver;50;5;15;99.95899;46.98722;99.97266;46.99226;7673
CompactingSolver;50;5;16;99.89065;46.96205;99.97266;46.99226;8150
CompactingSolver;50;5;17;99.91799;46.97212;99.97266;46.99226;8629
CompactingSolver;50;5;18;99.86331;46.95197;99.97266;46.99226;9111
CompactingSolver;50;5;19;99.94533;46.98219;99.97266;46.99226;9628
CompactingSolver;50;5;20;99.93166;46.97715;99.97266;46.99226;10108
CompactingSolver;50;5;21;99.98633;46.99730;99.98633;46.99730;10611
CompactingSolver;50;5;22;99.90432;46.96708;99.98633;46.99730;11104
CompactingSolver;50;5;23;99.90432;46.95485;99.98633;46.99730;11627
CompactingSolver;50;5;24;99.94533;46.98219;99.98633;46.99730;12152
CompactingSolver;50;5;25;99.86331;46.95197;99.98633;46.99730;12631
CompactingSolver;50;5;26;99.91799;46.97212;99.98633;46.99730;13108
CompactingSolver;50;5;27;99.93166;46.97715;99.98633;46.99730;13590
CompactingSolver;50;5;28;99.93166;46.97715;99.98633;46.99730;14068
CompactingSolver;50;5;29;99.93166;46.97715;99.98633;46.99730;14564
CompactingSolver;50;5;30;99.93166;46.97715;99.98633;46.99730;15046
CompactingSolver;50;5;31;99.83598;46.93831;99.98633;46.99730;15521
CompactingSolver;50;5;32;99.83598;46.93831;99.98633;46.99730;16000
CompactingSolver;50;5;33;100.00000;47.00233;100.00000;47.00233;16479
CompactingSolver;50;5;34;99.84964;46.94694;100.00000;47.00233;16960
CompactingSolver;50;5;35;99.89065;46.96205;100.00000;47.00233;17439
CompactingSolver;50;5;36;99.89065;46.96205;100.00000;47.00233;17925
CompactingSolver;50;5;37;99.87698;46.95701;100.00000;47.00233;18405
CompactingSolver;50;5;38;99.84964;46.94694;100.00000;47.00233;18883
CompactingSolver;50;5;39;99.97266;46.99226;100.00000;47.00233;19358
CompactingSolver;50;5;40;99.95899;46.98363;100.00000;47.00233;19836
CompactingSolver;50;5;41;99.87698;46.95341;100.00000;47.00233;20313
CompactingSolver;50;5;42;99.94533;46.98219;100.00000;47.00233;20792
CompactingSolver;50;5;43;99.91799;46.97212;100.00000;47.00233;21272
CompactingSolver;50;5;44;99.90432;46.96708;100.00000;47.00233;21753
CompactingSolver;50;5;45;99.91799;46.97212;100.00000;47.00233;22230
CompactingSolver;50;5;46;99.97266;46.99226;100.00000;47.00233;22706
CompactingSolver;50;5;47;99.90432;46.96708;100.00000;47.00233;23192
CompactingSolver;50;5;48;99.83598;46.94190;100.00000;47.00233;23680
CompactingSolver;50;5;49;99.94533;46.98219;100.00000;47.00233;24207
CompactingSolver;50;5;50;99.89065;46.96205;100.00000;47.00233;24706
CompactingSolver;50;5;51;99.95899;46.98722;100.00000;47.00233;25183
CompactingSolver;50;5;52;99.89065;46.96205;100.00000;47.00233;25668
CompactingSolver;50;5;53;99.95899;46.98722;100.00000;47.00233;26148
CompactingSolver;50;5;54;99.91799;46.97212;100.00000;47.00233;26629
CompactingSolver;50;5;55;99.90432;46.96708;100.00000;47.00233;27105
CompactingSolver;50;5;56;99.97266;46.98866;100.00000;47.00233;27584
CompactingSolver;50;5;57;99.90432;46.96708;100.00000;47.00233;28061
CompactingSolver;50;5;58;99.87698;46.95701;100.00000;47.00233;28539
CompactingSolver;50;5;59;99.90432;46.96708;100.00000;47.00233;29036
CompactingSolver;50;5;60;99.91799;46.97212;100.00000;47.00233;29519
CompactingSolver;50;5;61;99.87698;46.95701;100.00000;47.00233;30002
CompactingSolver;50;5;62;99.84964;46.94694;100.00000;47.00233;30482
CompactingSolver;50;5;63;99.91799;46.97212;100.00000;47.00233;30961
