Instance	Number-of-Services	Real-Services	Fake-Services	Number-of-Employees	Total-Agents	Working-Agents	%Working-Agents	Total-Drivers	Total-Managers	Total-RampManagers	Algorithm	Productivity-UT	Real-Productivity-UT	P.UT-Agent	P.UT-Driver	P.UT-RampManager	P.UT-Manager	Work-Productivity	Real-Work-Productivity	WP-Agent	WP-Driver	WP-RampManager	WP-Manager	Execution-Time(ms)	Covered-Services(%)	Covered-Services	Active-Work-Productivity
MAD-0.75-agents0390-timePerDay04-instance0001.json	6129	5938	191	482	390	390	100,000	54	19	19	compactingSolver	95,948	95,480	72,100	58,272	71,053	71,053	53,027	44,673	55,211	41,580	46,875	46,875	3565,806	99,478	6097	53,359
SPC-0.75-agents0045-timePerDay08-instance0002.json	463	435	28	49	45	45	100,000	2	2	0	randomSolver	80,363	78,864	65,595	71,429	0,000	71,429	23,597	18,495	20,139	62,500	0,000	62,500	77,083	98,272	455	23,597
SPC-0.75-agents0045-timePerDay08-instance0002.json	463	435	28	49	45	45	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	2,934	1,913	2,083	12,500	0,000	12,500	5,875	10,583	49	2,934
SPC-0.75-agents0045-timePerDay08-instance0002.json	463	435	28	49	45	32	71,111	2	2	0	compactingSolver	83,409	81,410	42,902	71,429	0,000	71,429	23,597	18,495	20,139	62,500	0,000	62,500	51,601	98,272	455	32,118
MAD-0.75-agents0420-timePerDay04-instance0000.json	6129	5938	191	512	420	420	100,000	54	19	19	randomSolver	91,815	90,696	79,791	65,004	67,763	68,860	41,959	34,094	41,563	41,580	46,875	46,875	5292,469	81,237	4979	41,959
MAD-0.75-agents0420-timePerDay04-instance0000.json	6129	5938	191	512	420	420	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	9,140	2,991	3,646	32,147	37,171	37,171	739,747	8,908	546	9,140
MAD-0.75-agents0420-timePerDay04-instance0000.json	6129	5938	191	512	420	420	100,000	54	19	19	compactingSolver	95,744	95,217	68,126	58,430	71,053	71,053	50,140	42,276	51,536	41,580	46,875	46,875	3947,092	99,984	6128	50,337
SPC-0.75-agents0020-timePerDay08-instance0007.json	463	435	28	24	20	20	100,000	2	2	0	randomSolver	70,598	66,368	65,894	71,429	0,000	71,429	42,274	31,858	38,229	62,500	0,000	62,500	16,274	83,585	387	42,274
SPC-0.75-agents0020-timePerDay08-instance0007.json	463	435	28	24	20	20	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	3,819	1,736	2,083	12,500	0,000	12,500	2,566	5,184	24	3,819
SPC-0.75-agents0020-timePerDay08-instance0007.json	463	435	28	24	20	20	100,000	2	2	0	compactingSolver	80,136	77,007	69,857	71,429	0,000	71,429	44,878	34,462	41,354	62,500	0,000	62,500	19,284	90,065	417	44,878
MAD-0.5-agents0300-timePerDay08-instance0008.json	4150	3959	191	392	300	300	100,000	54	19	19	randomSolver	77,258	71,831	59,919	65,370	71,053	67,763	28,682	18,411	24,056	41,580	46,875	46,875	4045,670	100,000	4150	28,682
MAD-0.5-agents0300-timePerDay08-instance0008.json	4150	3959	191	392	300	300	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	9,427	1,395	1,823	32,147	37,171	37,171	367,620	10,265	426	9,427
MAD-0.5-agents0300-timePerDay08-instance0008.json	4150	3959	191	392	300	164	54,667	54	19	19	compactingSolver	92,228	88,901	33,375	59,201	71,053	71,053	28,682	18,411	24,056	41,580	46,875	46,875	3440,715	100,000	4150	44,441
SPC-0.9-agents0015-timePerDay08-instance0007.json	549	521	28	19	15	15	100,000	2	2	0	randomSolver	73,855	68,626	65,359	71,429	0,000	71,429	48,684	35,526	45,000	62,500	0,000	62,500	11,073	62,659	344	48,684
SPC-0.9-agents0015-timePerDay08-instance0007.json	549	521	28	19	15	15	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	4,276	1,645	2,083	12,500	0,000	12,500	2,243	3,461	19	4,276
SPC-0.9-agents0015-timePerDay08-instance0007.json	549	521	28	19	15	15	100,000	2	2	0	compactingSolver	79,361	75,274	72,406	71,429	0,000	71,429	52,522	39,364	49,861	62,500	0,000	62,500	11,232	69,035	379	52,522
MAD-0.75-agents0270-timePerDay06-instance0004.json	6129	5938	191	362	270	270	100,000	54	19	19	randomSolver	80,492	75,935	66,795	64,043	66,667	67,763	42,203	31,080	41,671	41,580	46,875	46,875	2823,991	78,643	4820	42,203
MAD-0.75-agents0270-timePerDay06-instance0004.json	6129	5938	191	362	270	270	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	10,480	1,813	2,431	32,147	36,595	37,171	491,260	6,445	395	10,480
MAD-0.75-agents0270-timePerDay06-instance0004.json	6129	5938	191	362	270	270	100,000	54	19	19	compactingSolver	92,155	90,345	68,804	58,862	71,053	71,053	50,368	39,245	52,617	41,580	46,875	46,875	3883,709	98,483	6036	50,507
TFS-0.9-agents0080-timePerDay04-instance0009.json	1888	1785	103	118	80	80	100,000	27	11	0	randomSolver	91,473	88,536	85,532	82,050	0,000	85,343	54,373	38,136	56,250	46,693	0,000	59,578	278,115	62,659	1183	54,373
TFS-0.9-agents0080-timePerDay04-instance0009.json	1888	1785	103	118	80	80	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,395	2,825	4,167	10,979	0,000	22,078	42,229	6,197	117	7,395
TFS-0.9-agents0080-timePerDay04-instance0009.json	1888	1785	103	118	80	80	100,000	27	11	0	compactingSolver	94,490	92,951	84,818	70,058	0,000	84,910	58,116	41,879	61,771	46,693	0,000	59,578	165,735	68,273	1289	60,156
TFS-0.9-agents0090-timePerDay04-instance0007.json	1888	1785	103	128	90	90	100,000	27	11	0	randomSolver	91,568	88,844	87,011	80,260	0,000	92,393	54,781	39,811	56,620	46,693	0,000	59,578	217,175	70,233	1326	54,781
TFS-0.9-agents0090-timePerDay04-instance0007.json	1888	1785	103	128	90	90	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,143	2,930	4,167	10,979	0,000	22,078	47,056	6,727	127	7,143
TFS-0.9-agents0090-timePerDay04-instance0007.json	1888	1785	103	128	90	90	100,000	27	11	0	compactingSolver	94,108	92,736	83,463	69,761	0,000	83,302	58,654	43,685	62,130	46,693	0,000	59,578	298,918	76,536	1445	60,546
SPC-0.1-agents0025-timePerDay06-instance0002.json	87	59	28	29	25	24	96,000	2	2	0	randomSolver	95,545	93,831	27,881	71,429	0,000	71,429	14,272	5,651	6,556	62,500	0,000	62,500	3,010	90,805	79	14,782
SPC-0.1-agents0025-timePerDay06-instance0002.json	87	59	28	29	25	25	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	4,119	2,395	2,778	12,500	0,000	12,500	0,478	33,333	29	4,119
SPC-0.1-agents0025-timePerDay06-instance0002.json	87	59	28	29	25	11	44,000	2	2	0	compactingSolver	96,132	94,374	23,728	71,429	0,000	71,429	14,272	5,651	6,556	62,500	0,000	62,500	3,375	90,805	79	27,593
SPC-0.75-agents0030-timePerDay08-instance0009.json	463	435	28	34	30	30	100,000	2	2	0	randomSolver	75,507	73,129	71,736	71,429	0,000	71,429	33,272	25,919	29,375	62,500	0,000	62,500	44,106	95,680	443	33,272
SPC-0.75-agents0030-timePerDay08-instance0009.json	463	435	28	34	30	30	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	3,309	1,838	2,083	12,500	0,000	12,500	3,649	7,343	34	3,309
SPC-0.75-agents0030-timePerDay08-instance0009.json	463	435	28	34	30	30	100,000	2	2	0	compactingSolver	81,931	79,780	63,824	71,429	0,000	71,429	34,007	26,654	30,208	62,500	0,000	62,500	29,639	98,272	455	34,007
TFS-0.75-agents0050-timePerDay06-instance0001.json	1591	1488	103	88	50	50	100,000	27	11	0	randomSolver	87,793	80,327	75,278	80,402	0,000	87,570	51,635	29,861	52,556	46,693	0,000	59,578	168,965	65,933	1049	51,635
TFS-0.75-agents0050-timePerDay06-instance0001.json	1591	1488	103	88	50	50	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,707	1,578	2,778	10,979	0,000	22,078	22,719	5,468	87	7,707
TFS-0.75-agents0050-timePerDay06-instance0001.json	1591	1488	103	88	50	50	100,000	27	11	0	compactingSolver	91,446	87,092	79,129	69,476	0,000	84,972	55,896	34,122	60,056	46,693	0,000	59,578	140,500	74,419	1184	58,558
MAD-0.25-agents0390-timePerDay04-instance0005.json	2171	1980	191	482	390	389	99,744	54	19	19	randomSolver	97,536	97,184	55,102	63,908	69,956	68,860	23,331	14,977	18,510	41,580	46,875	46,875	2044,524	100,000	2171	23,379
MAD-0.25-agents0390-timePerDay04-instance0005.json	2171	1980	191	482	390	390	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	9,459	2,950	3,646	32,147	37,171	36,595	233,478	23,722	515	9,459
MAD-0.25-agents0390-timePerDay04-instance0005.json	2171	1980	191	482	390	151	38,718	54	19	19	compactingSolver	94,099	91,711	25,309	58,441	71,053	71,053	23,331	14,977	18,510	41,580	46,875	46,875	1279,644	100,000	2171	46,661
MAD-0.25-agents0420-timePerDay04-instance0004.json	2171	1980	191	512	420	420	100,000	54	19	19	randomSolver	97,759	97,445	51,942	65,378	69,956	68,860	21,964	14,099	17,187	41,580	46,875	46,875	1691,335	100,000	2171	21,964
MAD-0.25-agents0420-timePerDay04-instance0004.json	2171	1980	191	512	420	420	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	9,119	2,991	3,646	32,147	37,171	36,595	253,860	25,104	545	9,119
MAD-0.25-agents0420-timePerDay04-instance0004.json	2171	1980	191	512	420	143	34,048	54	19	19	compactingSolver	94,417	92,081	23,952	59,198	71,053	71,053	21,964	14,099	17,188	41,580	46,875	46,875	1663,883	100,000	2171	48,681
SPC-0.25-agents0045-timePerDay08-instance0006.json	174	146	28	49	45	45	100,000	2	2	0	randomSolver	95,629	94,967	39,796	71,429	0,000	71,429	11,310	6,207	6,759	62,500	0,000	62,500	17,427	95,402	166	11,310
SPC-0.25-agents0045-timePerDay08-instance0006.json	174	146	28	49	45	45	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	2,934	1,913	2,083	12,500	0,000	12,500	2,004	28,161	49	2,934
SPC-0.25-agents0045-timePerDay08-instance0006.json	174	146	28	49	45	13	28,889	2	2	0	compactingSolver	84,000	79,492	17,917	71,429	0,000	71,429	11,310	6,207	6,759	62,500	0,000	62,500	21,024	95,402	166	32,598
SPC-0.1-agents0025-timePerDay04-instance0008.json	87	59	28	29	25	24	96,000	2	2	0	randomSolver	98,611	98,106	30,833	71,429	0,000	71,429	17,098	8,477	9,833	62,500	0,000	62,500	2,824	90,805	79	17,708
SPC-0.1-agents0025-timePerDay04-instance0008.json	87	59	28	29	25	25	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	5,316	3,592	4,167	12,500	0,000	12,500	0,451	33,333	29	5,316
SPC-0.1-agents0025-timePerDay04-instance0008.json	87	59	28	29	25	10	40,000	2	2	0	compactingSolver	95,891	94,142	25,284	71,429	0,000	71,429	17,098	8,477	9,833	62,500	0,000	62,500	4,795	90,805	79	35,417
TFS-0.5-agents0050-timePerDay08-instance0009.json	1095	992	103	88	50	50	100,000	27	11	0	randomSolver	78,697	65,692	64,566	81,017	0,000	86,132	44,643	22,869	40,250	46,693	0,000	59,578	94,699	97,626	1069	44,643
TFS-0.5-agents0050-timePerDay08-instance0009.json	1095	992	103	88	50	50	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,312	1,184	2,083	10,979	0,000	22,078	14,849	7,945	87	7,312
TFS-0.5-agents0050-timePerDay08-instance0009.json	1095	992	103	88	50	50	100,000	27	11	0	compactingSolver	90,263	83,940	65,474	70,743	0,000	87,910	45,258	23,485	41,333	46,693	0,000	59,578	86,440	100,000	1095	47,414
TFS-0.25-agents0100-timePerDay08-instance0005.json	600	497	103	138	100	99	99,000	27	11	0	randomSolver	92,064	88,007	47,775	83,736	0,000	89,487	21,388	7,503	10,354	46,693	0,000	59,578	234,582	100,000	600	21,544
TFS-0.25-agents0100-timePerDay08-instance0005.json	600	497	103	138	100	100	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	5,418	1,510	2,083	10,979	0,000	22,078	15,896	22,833	137	5,418
TFS-0.25-agents0100-timePerDay08-instance0005.json	600	497	103	138	100	30	30,000	27	11	0	compactingSolver	90,036	79,728	18,793	70,610	0,000	84,972	21,388	7,503	10,354	46,693	0,000	59,578	93,012	100,000	600	46,117
TFS-0.75-agents0040-timePerDay04-instance0005.json	1591	1488	103	78	40	40	100,000	27	11	0	randomSolver	95,033	91,542	85,004	82,887	0,000	88,497	56,082	31,517	61,458	46,693	0,000	59,578	57,336	43,558	693	56,082
TFS-0.75-agents0040-timePerDay04-instance0005.json	1591	1488	103	78	40	40	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	9,051	2,137	4,167	10,979	0,000	22,078	17,022	4,840	77	9,051
TFS-0.75-agents0040-timePerDay04-instance0005.json	1591	1488	103	78	40	40	100,000	27	11	0	compactingSolver	95,384	93,068	83,097	68,924	0,000	82,375	55,868	31,303	61,042	46,693	0,000	59,578	138,685	43,306	689	58,888
TFS-0.5-agents0040-timePerDay08-instance0007.json	1095	992	103	78	40	40	100,000	27	11	0	randomSolver	83,011	69,191	65,238	85,586	0,000	88,497	47,272	22,890	44,635	46,693	0,000	58,279	130,104	87,580	959	47,272
TFS-0.5-agents0040-timePerDay08-instance0007.json	1095	992	103	78	40	40	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,982	1,068	2,083	10,979	0,000	22,078	11,928	7,032	77	7,982
TFS-0.5-agents0040-timePerDay08-instance0007.json	1095	992	103	78	40	40	100,000	27	11	0	compactingSolver	90,340	84,077	76,270	70,033	0,000	82,236	49,832	25,267	49,271	46,693	0,000	59,578	119,839	95,799	1049	52,526
TFS-0.9-agents0080-timePerDay06-instance0003.json	1888	1785	103	118	80	80	100,000	27	11	0	randomSolver	83,196	76,563	73,008	81,957	0,000	87,941	49,877	33,639	49,618	46,693	0,000	59,578	232,011	81,144	1532	49,877
TFS-0.9-agents0080-timePerDay06-instance0003.json	1888	1785	103	118	80	80	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	6,453	1,883	2,778	10,979	0,000	22,078	44,442	6,197	117	6,453
TFS-0.9-agents0080-timePerDay06-instance0003.json	1888	1785	103	118	80	80	100,000	27	11	0	compactingSolver	90,879	87,861	78,448	68,854	0,000	86,642	55,103	38,865	57,326	46,693	0,000	59,578	288,638	92,903	1754	57,037
SPC-0.1-agents0035-timePerDay04-instance0006.json	87	59	28	39	35	28	80,000	2	2	0	randomSolver	98,992	98,632	22,545	71,429	0,000	71,429	12,714	6,303	7,024	62,500	0,000	62,500	4,021	90,805	79	15,495
SPC-0.1-agents0035-timePerDay04-instance0006.json	87	59	28	39	35	35	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	5,021	3,739	4,167	12,500	0,000	12,500	0,589	44,828	39	5,021
SPC-0.1-agents0035-timePerDay04-instance0006.json	87	59	28	39	35	15	42,857	2	2	0	compactingSolver	96,106	94,448	18,119	71,429	0,000	71,429	12,714	6,303	7,024	62,500	0,000	62,500	4,533	90,805	79	26,096
SPC-0.25-agents0055-timePerDay08-instance0008.json	174	146	28	59	55	53	96,364	2	2	0	randomSolver	95,299	94,565	31,440	71,429	0,000	71,429	9,393	5,155	5,530	62,500	0,000	62,500	30,624	95,402	166	9,722
SPC-0.25-agents0055-timePerDay08-instance0008.json	174	146	28	59	55	55	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	2,790	1,942	2,083	12,500	0,000	12,500	2,521	33,908	59	2,790
SPC-0.25-agents0055-timePerDay08-instance0008.json	174	146	28	59	55	13	23,636	2	2	0	compactingSolver	85,259	81,047	14,736	71,429	0,000	71,429	9,393	5,155	5,530	62,500	0,000	62,500	21,250	95,402	166	32,598
MAD-0.1-agents0300-timePerDay08-instance0001.json	984	793	191	392	300	285	95,000	54	19	19	randomSolver	96,314	94,851	28,218	64,321	67,763	69,956	13,960	3,688	4,819	41,580	46,875	46,875	477,579	100,000	984	14,515
MAD-0.1-agents0300-timePerDay08-instance0001.json	984	793	191	392	300	300	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	38,194	42,105	42,105	9,407	1,395	1,823	32,205	37,171	36,595	78,697	43,191	425	9,407
MAD-0.1-agents0300-timePerDay08-instance0001.json	984	793	191	392	300	44	14,667	54	19	19	compactingSolver	91,514	77,917	7,759	58,356	71,053	71,053	13,960	3,688	4,819	41,580	46,875	46,875	460,140	100,000	984	41,772
SPC-0.5-agents0035-timePerDay06-instance0005.json	318	290	28	39	35	35	100,000	2	2	0	randomSolver	87,460	86,206	70,372	71,429	0,000	71,429	27,066	20,655	23,016	62,500	0,000	62,500	17,652	97,484	310	27,066
SPC-0.5-agents0035-timePerDay06-instance0005.json	318	290	28	39	35	35	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	3,775	2,493	2,778	12,500	0,000	12,500	2,940	12,264	39	3,775
SPC-0.5-agents0035-timePerDay06-instance0005.json	318	290	28	39	35	25	71,429	2	2	0	compactingSolver	81,281	78,310	40,274	71,429	0,000	71,429	27,066	20,655	23,016	62,500	0,000	62,500	17,167	97,484	310	36,398
MAD-0.25-agents0360-timePerDay06-instance0007.json	2171	1980	191	452	360	360	100,000	54	19	19	randomSolver	93,683	92,023	52,083	66,281	69,956	68,860	19,555	10,647	13,368	41,580	46,875	46,875	1522,017	100,000	2171	19,555
MAD-0.25-agents0360-timePerDay06-instance0007.json	2171	1980	191	452	360	360	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	38,194	42,105	42,105	8,908	1,936	2,431	32,205	37,171	37,171	222,040	22,386	486	8,908
MAD-0.25-agents0360-timePerDay06-instance0007.json	2171	1980	191	452	360	101	28,056	54	19	19	compactingSolver	91,315	85,900	18,462	58,164	71,053	71,053	19,555	10,647	13,368	41,580	46,875	46,875	1934,319	100,000	2171	46,278
SPC-0.9-agents0045-timePerDay04-instance0004.json	549	521	28	49	45	45	100,000	2	2	0	randomSolver	90,454	89,829	86,977	71,429	0,000	71,429	44,983	39,881	43,426	62,500	0,000	62,500	31,503	89,071	489	44,983
SPC-0.9-agents0045-timePerDay04-instance0004.json	549	521	28	49	45	45	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	4,847	3,827	4,167	12,500	0,000	12,500	6,402	8,925	49	4,847
SPC-0.9-agents0045-timePerDay04-instance0004.json	549	521	28	49	45	45	100,000	2	2	0	compactingSolver	89,382	88,571	73,669	71,429	0,000	71,429	48,214	43,112	46,944	62,500	0,000	62,500	39,200	95,993	527	48,214
TFS-0.9-agents0070-timePerDay04-instance0001.json	1888	1785	103	108	70	70	100,000	27	11	0	randomSolver	91,617	88,212	84,972	84,500	0,000	88,312	55,280	37,539	57,917	46,693	0,000	59,578	256,337	56,992	1076	55,280
TFS-0.9-agents0070-timePerDay04-instance0001.json	1888	1785	103	108	70	70	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,694	2,701	4,167	10,979	0,000	22,078	36,503	5,667	107	7,694
TFS-0.9-agents0070-timePerDay04-instance0001.json	1888	1785	103	108	70	70	100,000	27	11	0	compactingSolver	94,911	93,348	85,346	68,312	0,000	87,941	58,444	40,702	62,798	46,693	0,000	59,578	304,293	61,335	1158	60,691
MAD-1.0-agents0150-timePerDay06-instance0003.json	8108	7917	191	242	150	150	100,000	54	19	19	randomSolver	84,785	78,231	68,974	63,785	69,956	71,053	48,366	31,728	51,188	41,580	46,875	46,875	1547,408	41,317	3350	48,366
MAD-1.0-agents0150-timePerDay06-instance0003.json	8108	7917	191	242	150	150	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	14,517	1,507	2,431	32,147	37,171	37,171	352,036	3,404	276	14,517
MAD-1.0-agents0150-timePerDay06-instance0003.json	8108	7917	191	242	150	150	100,000	54	19	19	compactingSolver	92,231	89,366	77,971	58,997	71,053	71,053	56,492	39,853	64,296	41,580	46,875	46,875	2116,036	51,295	4159	57,201
MAD-0.9-agents0330-timePerDay06-instance0004.json	7316	7125	191	422	330	330	100,000	54	19	19	randomSolver	79,888	75,950	66,571	63,032	69,956	69,956	41,721	32,179	41,150	41,580	46,875	46,875	2957,518	78,978	5778	41,721
MAD-0.9-agents0330-timePerDay06-instance0004.json	7316	7125	191	422	330	330	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	38,194	42,105	42,105	9,369	1,901	2,431	32,205	37,171	37,171	699,043	6,233	456	9,369
MAD-0.9-agents0330-timePerDay06-instance0004.json	7316	7125	191	422	330	330	100,000	54	19	19	compactingSolver	92,688	91,315	66,653	58,040	71,053	71,053	49,830	40,288	51,520	41,580	46,875	46,875	5718,540	98,223	7186	50,187
MAD-1.0-agents0270-timePerDay08-instance0008.json	8108	7917	191	362	270	270	100,000	54	19	19	randomSolver	74,662	68,495	60,504	64,159	68,860	68,860	43,034	31,911	42,785	41,580	46,875	46,875	3440,363	80,513	6528	43,034
MAD-1.0-agents0270-timePerDay08-instance0008.json	8108	7917	191	362	270	270	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	10,057	1,360	1,823	32,147	37,171	37,171	667,767	4,884	396	10,057
MAD-1.0-agents0270-timePerDay08-instance0008.json	8108	7917	191	362	270	270	100,000	54	19	19	compactingSolver	92,947	91,222	70,232	59,915	71,053	71,053	50,190	39,067	52,378	41,580	46,875	46,875	2991,403	98,039	7949	50,329
SPC-1.0-agents0020-timePerDay04-instance0003.json	607	579	28	24	20	20	100,000	2	2	0	randomSolver	86,526	84,588	83,984	71,429	0,000	71,429	56,424	46,007	55,208	62,500	0,000	62,500	18,684	46,952	285	56,424
SPC-1.0-agents0020-timePerDay04-instance0003.json	607	579	28	24	20	20	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	5,556	3,472	4,167	12,500	0,000	12,500	3,805	3,954	24	5,556
SPC-1.0-agents0020-timePerDay04-instance0003.json	607	579	28	24	20	20	100,000	2	2	0	compactingSolver	87,870	86,099	84,254	71,429	0,000	71,429	58,854	48,437	58,125	62,500	0,000	62,500	19,760	49,259	299	58,854
TFS-0.1-agents0050-timePerDay08-instance0000.json	302	199	103	88	50	50	100,000	27	11	0	randomSolver	95,386	90,605	41,937	80,973	0,000	86,317	26,485	4,711	8,292	46,693	0,000	59,578	23,392	100,000	302	26,485
TFS-0.1-agents0050-timePerDay08-instance0000.json	302	199	103	88	50	50	100,000	27	11	0	referenceSolver	100,000	100,000	14,286	20,635	0,000	29,870	7,312	1,184	2,083	10,979	0,000	22,078	3,745	28,808	87	7,312
TFS-0.1-agents0050-timePerDay08-instance0000.json	302	199	103	88	50	16	32,000	27	11	0	compactingSolver	92,989	80,238	19,716	70,164	0,000	82,344	26,485	4,711	8,292	46,693	0,000	59,578	26,187	100,000	302	47,564
SPC-0.5-agents0025-timePerDay04-instance0001.json	318	290	28	29	25	25	100,000	2	2	0	randomSolver	91,439	90,388	84,190	71,429	0,000	71,429	44,109	35,489	41,167	62,500	0,000	62,500	27,906	83,962	267	44,109
SPC-0.5-agents0025-timePerDay04-instance0001.json	318	290	28	29	25	25	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	5,316	3,592	4,167	12,500	0,000	12,500	2,170	9,119	29	5,316
SPC-0.5-agents0025-timePerDay04-instance0001.json	318	290	28	29	25	25	100,000	2	2	0	compactingSolver	89,326	87,893	74,835	71,429	0,000	71,429	46,264	37,644	43,667	62,500	0,000	62,500	15,565	88,679	282	46,264
SPC-1.0-agents0020-timePerDay06-instance0009.json	607	579	28	24	20	20	100,000	2	2	0	randomSolver	79,236	76,205	74,572	71,429	0,000	71,429	51,620	41,204	49,444	62,500	0,000	62,500	26,231	61,944	376	51,620
SPC-1.0-agents0020-timePerDay06-instance0009.json	607	579	28	24	20	20	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	4,398	2,315	2,778	12,500	0,000	12,500	3,260	3,954	24	4,398
SPC-1.0-agents0020-timePerDay06-instance0009.json	607	579	28	24	20	20	100,000	2	2	0	compactingSolver	82,970	80,447	77,574	71,429	0,000	71,429	54,977	44,560	53,472	62,500	0,000	62,500	17,184	66,722	405	54,977
MAD-1.0-agents0150-timePerDay04-instance0009.json	8108	7917	191	242	150	150	100,000	54	19	19	randomSolver	91,487	88,189	78,488	65,123	69,956	66,667	49,511	32,873	53,035	41,580	46,875	46,875	1311,908	29,267	2373	49,511
MAD-1.0-agents0150-timePerDay04-instance0009.json	8108	7917	191	242	150	150	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	15,179	2,260	3,646	32,147	36,595	36,595	348,502	3,379	274	15,179
MAD-1.0-agents0150-timePerDay04-instance0009.json	8108	7917	191	242	150	150	100,000	54	19	19	compactingSolver	95,572	94,329	84,110	58,387	71,053	71,053	55,839	39,200	63,243	41,580	46,875	46,875	1399,902	34,447	2793	56,071
MAD-0.9-agents0390-timePerDay08-instance0005.json	7316	7125	191	482	390	390	100,000	54	19	19	randomSolver	71,184	66,259	58,147	64,541	68,860	67,763	35,278	26,924	33,275	41,580	46,875	46,875	9532,702	99,918	7310	35,278
MAD-0.9-agents0390-timePerDay08-instance0005.json	7316	7125	191	482	390	390	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	37,963	42,105	42,105	8,007	1,475	1,823	32,147	37,171	37,171	849,050	7,053	516	8,007
MAD-0.9-agents0390-timePerDay08-instance0005.json	7316	7125	191	482	390	274	70,256	54	19	19	compactingSolver	92,895	91,232	46,113	58,430	71,053	71,053	35,301	26,947	33,303	41,580	46,875	46,875	4239,793	100,000	7316	46,616
MAD-0.9-agents0420-timePerDay08-instance0004.json	7316	7125	191	512	420	420	100,000	54	19	19	randomSolver	71,314	66,676	58,421	65,031	67,763	69,956	33,232	25,368	30,924	41,580	46,875	46,875	9549,133	100,000	7316	33,232
MAD-0.9-agents0420-timePerDay08-instance0004.json	7316	7125	191	512	420	420	100,000	54	19	19	referenceSolver	100,000	100,000	12,500	38,194	42,105	42,105	7,651	1,495	1,823	32,205	37,171	37,171	894,645	7,463	546	7,651
MAD-0.9-agents0420-timePerDay08-instance0004.json	7316	7125	191	512	420	305	72,619	54	19	19	compactingSolver	92,395	90,507	42,964	58,989	71,053	71,053	33,232	25,368	30,924	41,580	46,875	46,875	4567,566	100,000	7316	42,859
SPC-1.0-agents0030-timePerDay06-instance0007.json	607	579	28	34	30	30	100,000	2	2	0	randomSolver	75,685	73,336	72,288	71,429	0,000	71,429	46,895	39,542	44,815	62,500	0,000	62,500	28,950	83,031	504	46,895
SPC-1.0-agents0030-timePerDay06-instance0007.json	607	579	28	34	30	30	100,000	2	2	0	referenceSolver	100,000	100,000	14,286	14,286	0,000	14,286	3,922	2,451	2,778	12,500	0,000	12,500	5,121	5,601	34	3,922
SPC-1.0-agents0030-timePerDay06-instance0007.json	607	579	28	34	30	30	100,000	2	2	0	compactingSolver	84,414	82,886	80,518	71,429	0,000	71,429	50,980	43,627	49,444	62,500	0,000	62,500	33,951	91,269	554	50,980
